lang	sentence
kn	ಹಳ್ಳಿಯ ಮನೆ ತುಂಬಾ ಚಿಕ್ಕದಾಗಿ ಇದೆ
kn	ಕ್ರಿಕೆಟ್ ಆಟ ತುಂಬಾ ಸುಲಭ
kn	ಕ್ರಿಕೆಟ್ ಆಟ ತುಂಬಾ ಕಷ್ಟ
kn	ಚೆಸ್ ಆಡಲು ಜಾಸ್ತಿ ಬುದ್ಧಿವಂತಿಕೆ ಬೇಕು
kn	ಚೆಸ್ ಆಡಲು ಕಡಿಮೆ ಬುದ್ಧಿವಂತಿಕೆ ಬೇಕು
kn	ಆ ಪೇಂಟಿಂಗ್ ನ ಬಣ್ಣಗಳು ಸುಂದರವಾಗಿತ್ತು .
kn	ಆ ಪೇಂಟಿಂಗ್ ನ ಬಣ್ಣಗಳು ಕುರೂಪವಾಗಿತ್ತು.
kn	ಸಿನಿಮಾದಲ್ಲಿ ಒಳ್ಳೆಯ ಸಂದೇಶವಿತ್ತು
kn	ಸಿನಿಮಾದಲ್ಲಿ ಕೆಟ್ಟ ಸಂದೇಶವಿತ್ತು
kn	ಹಾಡಿನ ಸಂಗೀತ ಕರ್ಕಶ ಆಗಿತ್ತು
kn	ಹಾಡಿನ ಸುಮಧುರ ಕರ್ಕಶ ಆಗಿತ್ತು
kn	ಜಾತ್ರೆಯಲ್ಲಿ ಮಕ್ಕಳಿಗಾಗಿ ಹೆಚ್ಚು ಆಟಗಳಿದ್ದವು
kn	ಜಾತ್ರೆಯಲ್ಲಿ ಮಕ್ಕಳಿಗಾಗಿ ಕಡಿಮೆ ಆಟಗಳಿದ್ದವು
kn	ಅವನ ಭಾಷಣ ಜನರನ್ನು ಉಕ್ಕಿನಂತೆ ಸೆಳೆಯುತ್ತಿತ್ತು
kn	ಅವನ ಭಾಷಣ ಜನರನ್ನು ಪ್ಲಾಸ್ಟಿಕ್ ನಂತೆ  ಸೆಳೆಯುತ್ತಿತ್ತು
kn	ಆ ಪ್ರಾಣಿಯು ಚುರುಕಾದ ನೋಟ ಹೊಂದಿದೆ
kn	ಆ ಪ್ರಾಣಿಯು ಮೆದೆಯಾದ ನೋಟ ಹೊಂದಿದೆ
kn	ಆ ಸಮಸ್ಯೆ ನೀರು ಕುಡಿದಷ್ಟು ಸುಲಭ
kn	ಆ ಸಮಸ್ಯೆ ಬೆಟ್ಟ ಹತ್ತಿದಷ್ಟು ಸುಲಭ
kn	ಸಂಗೀತ ಕಾರ್ಯಕ್ರಮವು ನಿದ್ದೆ ಬರೆಸುವಷ್ಟುಚೆನ್ನಾಗಿತ್ತು
kn	ಸಂಗೀತ ಕಾರ್ಯಕ್ರಮವು ಮತ್ತೆ ಕೇಳಬೇಕೆನಿಸುವಷ್ಟು ಚೆನ್ನಾಗಿತ್ತು
kn	ಈ ವಾಹನವು ರಾಕೆಟ್ ನಂತೆ ವೇಗ ಹೊಂದಿದೆ
kn	ಈ ವಾಹನವು ಎತ್ತಿನಗಾಡಿ ಅಂತೆ ವೇಗ ಹೊಂದಿದೆ
kn	ಅವನ ಡಾನ್ಸ್ ಜನರನ್ನು ಕುಣಿಸುವಷ್ಟು ಆಕರ್ಷಕವಾಗಿತ್ತು
kn	ಅವನ ಡಾನ್ಸ್ ನಿದ್ದೆ ಬರೆಸುವಷ್ಟು ಆಕರ್ಷಕವಾಗಿತ್ತು
kn	ಆ ವಸ್ತುವಿನ ಬೆಲೆ ಪೆಟ್ರೋಲ್ದುಬಾರಿ
kn	ಆ ವಸ್ತುವಿನ ಬೆಲೆ ನೀರಿನಂತೆ ದುಬಾರಿ
kn	ಅವನ ಕೈಬರಹ ಕಂಪ್ಯೂಟರ್ ಬರಹದಂತೆ ಸುಂದರವಾಗಿದೆ
kn	ಅವನ ಕೈಬರಹ ಡಾಕ್ಟರ್ ಪ್ರಿಸ್ಕ್ರಿಪ್ಷನ್ನಂತೆ ಸುಂದರವಾಗಿದೆ
kn	ಆ ಹೂವು ಸುಗಂಧದಂತೆ ಸುವಾಸನೆ ಬೀರುತಿತ್ತು
kn	ಆ ಹೂವು ತುಂಬೆಯಂತೆ ಸುವಾಸನೆ ಬೀರುತಿತ್ತು
kn	ಆತನ ಮನಸ್ಸು ಹತ್ತಿಯಂತೆ ಮೃದು
kn	ಆತನ ಮನಸ್ಸು ಕಲ್ಲಿನಂತೆ ಮೃದು
kn	ಈ ರೋಗ ಕೋವಿಡ್ನಂತೆ ಹರಡುತ್ತದೆ
kn	ಈ ರೋಗ ಕ್ಯಾನ್ಸರ್ ನಂತೆ ಹರಡುತ್ತದೆ
kn	ಈ ವಾಹನವು ಫ್ಲೈಟ್ ನಂತೆ ಶೀಘ್ರ ವಾಗಿ ಚಲಿಸುತ್ತದೆ.
kn	ಈ ವಾಹನವು ಎತ್ತಿನಗಾಡಿಯಂತೆ ಶೀಘ್ರ ವಾಗಿ ಚಲಿಸುತ್ತದೆ.
kn	ಈ ಆಭರಣವು ಕೊಹಿನೂರ್ ವಜ್ರದಂತೆ ಏಕಮಾತ್ರವಾಗಿದೆ
kn	ಈ ಆಭರಣವು ಸಾಮಾನ್ಯ ಒಡವೆಯಂತೆ ಏಕಮಾತ್ರವಾಗಿದೆ
kn	ಹೂಡಿಕೆಯು ಸ್ಟಾಕ್ ಮಾರ್ಕೆಟ್ ನಂತೆ  ಚಂಚಲವಾಗಿದೆ
kn	ಹೂಡಿಕೆಯು ಫಿಕ್ಸೆಡ್ ಡೆಪಾಸಿಟ್ ನಂತೆ ಚಂಚಲವಾಗಿದೆ
kn	ಈ ವ್ಯಕ್ತಿಯು ನಟನಂತೆ ಪ್ರಸಿದ್ಧಿಯಾಗಿದ್ದಾನೆ
kn	ಈ ವ್ಯಕ್ತಿಯು ರೈತನಂತೆ ಪ್ರಸಿದ್ಧಿಯಾಗಿದ್ದಾನೆ
kn	ಈ ಭೂಮಿಯು ವ್ಯವಸಾಯದ ನೆಲದಂತೆ ಫಲವತ್ತತೆಯಾಗಿದೆ
kn	ಈ ಭೂಮಿಯು ಮರುಭೂಮಿಯಂತೆ ಫಲವತ್ತತೆಯಾಗಿದೆ
kn	ಈ ರೋಡ್ ಸುರಂಗದಂತೆ ಕಿರಿದಾಗಿದೆ
kn	ಈ ರೋಡ್ ಹೈವೇ ಯಂತೆ ಕಿರಿದಾಗಿದೆ
kn	ಈ ಕೊಳವು ಸಮುದ್ರದಂತೆ ವಿಶಾಲವಾಗಿದೆ
kn	ಈ ಕೊಳವು ಕೆರೆಯಂತೆ ವಿಶಾಲವಾಗಿದೆ
kn	ಈ ಕಾರ್ಯಕ್ರಮವು ಮ್ಯಾಜಿಕ್ ನಂತೆ ಭಯಾನಕವಾಗಿದೆ
kn	ಈ ಕಾರ್ಯಕ್ರಮವು  ಸರ್ಕಸ್ ನಂತೆ ಭಯಾನಕವಾಗಿದೆ
kn	ಈ ಅಡುಗೆಯು ರಾಗಿ ಮುದ್ದೆಯಂತೆ ಪೋಷಕಾಂಶಗಳನ್ನು ಒಳಗೊಂಡಿದೆ
kn	ಈ ಅಡುಗೆಯು ಚಪಾತಿಯಂತೆ ಪೋಷಕಾಂಶಗಳನ್ನು ಒಳಗೊಂಡಿದೆ
kn	ಈ ವಾಹನವು ಫ್ಲೈಟ್ ನಂತೆ ಎತ್ತರಕ್ಕೆ ಹಾರಬಲ್ಲದು
kn	ಈ ವಾಹನವು ಹೆಲಿಕ್ಯಾಪ್ಟರ್ ನಂತೆ ಎತ್ತರಕ್ಕೆ ಹಾರಬಲ್ಲದು
kn	ಈ ವ್ಯಕ್ತಿಯು ಮಗುವಿನಂತೆ ತುಂಟನಾಗಿದ್ದಾನೆ
kn	ಈ ವ್ಯಕ್ತಿಯು ಮುದುಕನಂತೆ ತುಂಟನಾಗಿದ್ದಾನೆ
kn	ಇವರ ಚರ್ಮವು ಮಗುವಿನ ಚರ್ಮದಂತೆ  ಮೃದುವಾಗಿದೆ
kn	ಇವರ ಚರ್ಮವು ವಯಸ್ಸಾದವರ ಚರ್ಮದಂತೆ ಮೃದುವಾಗಿದೆ
kn	ಈ ಕಾರ್ಯಕ್ರಮವು ಬ್ಲಾಸ್ಟ್ನಂತೆ ಭಯಾನಕವಾಗಿದೆ
kn	ಈ ಕಾರ್ಯಕ್ರಮವು ಪಾರ್ಟಿಯಂತೆ ಭಯಾನಕವಾಗಿದೆ
kn	ಈ ಕಟ್ಟಡವು ಅರಮನೆಯಂತೆ ಆಲಂಕಾರಿಕವಾಗಿದೆ
kn	ಈ ಕಟ್ಟಡವು ಸರ್ಕಾರಿ ಕಚೇರಿಯಂತೆ ಆಲಂಕಾರಿಕವಾಗಿದೆ
kn	ಈ ಆಟವು ಲೀಗ್ ನಷ್ಟು ದೊಡ್ಡದು
kn	ಈ ಆಟವು  ವರ್ಲ್ಡ್ ಕಪ್ ನಷ್ಟು ದೊಡ್ಡದು
kn	ಈ ಕಾಯಿಲೆಯು ಕೆಮ್ಮಿನಷ್ಟು ತುರ್ತಾಗಿದೆ
kn	ಈ ಕಾಯಿಲೆಯು ಹೃದಯಾಘಾತದಷ್ಟು ತುರ್ತಾಗಿದೆ
kn	ಈ ನೃತ್ಯವು ಭರತನಾಟ್ಯದಷ್ಟು  ಪ್ರಾಚೀನವಾಗಿದೆ
kn	ಈ ನೃತ್ಯವು ಡಿಸ್ಕೋ ದಷ್ಟು ಪ್ರಾಚೀನವಾಗಿದೆ
kn	ಈ ಭೇಟಿಯು ಸಾಮಾನ್ಯ ಚೆಕಪ್ ನಷ್ಟುನಿರ್ಣಾಯಕವಾಗಿದೆ
kn	ಈ ಭೇಟಿಯು  ಶಸ್ತ್ರಚಿಕಿತ್ಸೆ ಯಷ್ಟು ನಿರ್ಣಾಯಕವಾಗಿದೆ
kn	ಈ ಆಹಾರವು ಆಯುರ್ವೇದದಷ್ಟು ಸಾವಯವಾಗಿದೆ
kn	ಈ ಆಹಾರವು ಚೈನೀಸ್ ಫುಡ್ ನಷ್ಟು  ಸಾವಯವಾಗಿದೆ
kn	ಈ ಆಹಾರವು ಮಾತ್ರೆಯಷ್ಟು  ರಾಸಾಯನಿಕವಾಗಿದೆ
kn	ಈ ಆಹಾರವು ಆಯುರ್ವೇದದಷ್ಟು  ರಾಸಾಯನಿಕವಾಗಿದೆ
kn	ಈ ಅಕ್ಷರಗಳು ವರ್ಣಮಾಲೆಯಂತೆ ಮೂಲಭೂತವಾಗಿದೆ
kn	ಈ ಅಕ್ಷರಗಳು ಪ್ರಬಂಧದಂತೆ ಮೂಲಭೂತವಾಗಿದೆ
kn	ಈ ನೆಲವು ಮರುಭೂಮಿಯಂತೆ ಒಣಗಿದೆ
kn	ಈ ನೆಲವು ವ್ಯವಸಾಯದ ನೆಲದಂತೆ ಒಣಗಿದೆ
kn	ಆತನ ಸ್ನಾಯುಗಳು ಖುಸ್ತಿ ಪಟುವಿನಂತೆ ಇದ್ದಾವೆ
kn	ಆತನ ಸ್ನಾಯುಗಳು ರೋಗಿಯಂತೆ ಇದ್ದಾವೆ
kn	ಆತನು ನಾಯಿಯಂತೆ ನಿಷ್ಟಾವಂತ
kn	ಆತನು  ಬೆಕ್ಕಿನಂತೆ ನಿಷ್ಟಾವಂತ
kn	ಅದು ತಾಜ್ ಮಹಲ್ ನಂತೆ ದೊಡ್ಡದಾಗಿದೆ
kn	ಅದು ಗೋಲ್ ಗುಂಬಜ್ ನಂತೆ ದೊಡ್ಡದಾಗಿದೆ
kn	ಈ ಕ್ರಿಮಿ ಹುಳದಂತೆ ಸೂಕ್ಷ್ಮದರ್ಶಕವಾಗಿದೆ
kn	ಈ ಕ್ರಿಮಿ ವೈರಸ್ ನಂತೆ ಸೂಕ್ಷ್ಮದರ್ಶಕವಾಗಿದೆ
kn	ಈ ಲೋಹವು ವಜ್ರದಂತೆ ಬೆಲೆ ಬಾಳುತ್ತದೆ
kn	ಈ ಲೋಹವು ಬೆಳ್ಳಿಯಂತೆ ಬೆಲೆ ಬಾಳುತ್ತದೆ
kn	ಆತನು ಸನ್ಯಾಸಿಯಂತೆ ಅಪಾಯಕಾರಿಯಾಗಿದ್ದಾನೆ
kn	ಆತನು  ದರೋಡೆಕೋರನಂತೆ ಅಪಾಯಕಾರಿಯಾಗಿದ್ದಾನೆ
kn	ಆತ ಜೋಕರ್ ನಂತೆ ಹಾಸ್ಯಾಸ್ಪದನಾಗಿದ್ದಾನೆ
kn	ಆತ  ಡಾಕ್ಟರ್ನಂತೆ ಹಾಸ್ಯಾಸ್ಪದನಾಗಿದ್ದಾನೆ
kn	ಈ ನೀರು ಸಿಹಿ ನೀರಿನಂತೆ ಉಪ್ಪಾಗಿದೆ
kn	ಈ ನೀರು ಸಮುದ್ರ ನೀರಿನಂತೆ ಉಪ್ಪಾಗಿದೆ
kn	ಈ ಆಹಾರವು ಪಥ್ಯದಂತೆ ರುಚಿಯಾಗಿದೆ
kn	ಈ ಆಹಾರವು  ಬಿರಿಯಾನಿಯಂತೆ ರುಚಿಯಾಗಿದೆ
kn	ಇದು ನೀರಿನಂತೆ ಅಸಿಡಿಕ್ ಆಗಿದೆ.
kn	ಇದು ಅಲ್ಕೊ ಹಾಲ್ ನಂತೆ ಅಸಿಡಿಕ್ ಆಗಿದೆ.
kn	ಆತ ದೆವ್ವದಂತೆ ಕ್ರೂರಿಯಾಗಿದ್ದಾನೆ
kn	ಆತ ದೇವರಂತೆ ಕ್ರೂರಿಯಾಗಿದ್ದಾನೆ
kn	ಆತ ದೇವರಂತೆ ದಯಾಮಯನಾಗಿದ್ದಾನೆ
kn	ಆತ ದೆವ್ವದಂತೆ ದಯಾಮಯನಾಗಿದ್ದಾನೆ
kn	ಅವನು ಮಕ್ಕಳಂತೆ ಉತ್ಸಾಹಿಯಾಗಿದ್ದಾನೆ
kn	ಅವನು ತಾತನಂತೆ ಉತ್ಸಾಹಿಯಾಗಿದ್ದಾನೆ
kn	ಆತನು  ಕ್ರೀಡಾಪಟುವಿನಂತೆ ಶಕ್ತಿಶಾಲಿಯಾಗಿದ್ದಾನೆ
kn	ಆತನು ರೋಗಿಯಂತೆ ಶಕ್ತಿಶಾಲಿಯಾಗಿದ್ದಾನೆ
kn	ಅವನು ರೋಗಿಯಂತೆ ಬಲಹೀನನಾಗಿದ್ದಾನೆ
kn	ಅವನು ಖುಸ್ತಿಪಟುವಿನಂತೆ ಬಲಹೀನನಾಗಿದ್ದಾನೆ
kn	ಆ ವ್ಯಕ್ತಿ ಡೈರೆಕ್ಟರ್ ನಷ್ಟು ಕ್ರಿಯೇಟಿವ್ ಆಗಿದ್ದಾರೆ
kn	ಆ ವ್ಯಕ್ತಿ ಡ್ರೈವರ್ ನಷ್ಟು ಕ್ರಿಯೇಟಿವ್ ಆಗಿದ್ದಾರೆ
kn	ಈ ಹಣ್ಣು ಹಲಸಿನ ಹಣ್ಣಿನ ಥರ  ಸಿಹಿಯಾಗಿದೆ.
kn	ಈ ಹಣ್ಣು ಸವತೆ ಕಾಯಿ ಹಾಗೆ ಸಿಹಿಯಾಗಿದೆ.
kn	ಆ ಹಣ್ಣು ಹಾಲಿನಷ್ಟು ಕ್ಯಾಲ್ಸಿಯಂ ಹೊಂದಿದೆ.
kn	ಆ ಹಣ್ಣು ನೀರಿನಷ್ಟು ಕ್ಯಾಲ್ಸಿಯಂ ಹೊಂದಿದೆ.
kn	ಆ ಜಾಗವು ದ್ವೀಪದಂತೆ ಹೆಚ್ಚು ನೀರು ಹೊಂದಿದೆ
kn	ಆ ಜಾಗವು ಮರುಭೂಮಿಯ ಹಾಗೆ ಹೆಚ್ಚು ನೀರು ಹೊಂದಿದೆ
kn	ಈ ಪ್ರಾಣಿ ಆಮೆಯ ಹಾಗೆ ಹೆಚ್ಚು ಕಾಲ ಜೀವಿಸುತ್ತದೆ
kn	ಈ ಪ್ರಾಣಿ ಸೊಳ್ಳೆಯಂತೆ ಹೆಚ್ಚು ಕಾಲ ಜೀವಿಸುತ್ತದೆ
kn	ಈ ಪ್ರಾಣಿಯು ಹಾವಿನಂತೆ ವೇಗವಾಗಿದೆ
kn	ಈ ಪ್ರಾಣಿಯು ಎಮ್ಮೆಯಂತೆ ವೇಗವಾಗಿದೆ
kn	ಆಕೆಯ ಮುಖವು ಚಂದ್ರನಂತೆ ಗುಂಡಾಗಿದೆ
kn	ಆಕೆಯ ಮುಖವು ಅಮೀಬಾದಂತೆ ಗುಂಡಾಗಿದೆ
kn	ಈ ಸಾಂಬಾರು ಪಾಯಸದಂತೆ ಸಿಹಿಯಾಗಿದೆ
kn	ಈ ಸಾಂಬಾರು ಮೆಣಸಿನಕಾಯಿಯಂತೆ ಸಿಹಿಯಾಗಿದೆ
kn	ಈ ನಗರ ಬಡಾವಣೆಯಂತೆ ಶುಚಿಯಾಗಿದೆ
kn	ಈ ನಗರ ಸ್ಲಂ ನಂತೆ ಶುಚಿಯಾಗಿದೆ
kn	ಆಕೆಯ ಕಣ್ಣುಗಳು ರಕ್ತದಂತೆ ಕೆಂಪಾಗಿವೆ
kn	ಆಕೆಯ ಕಣ್ಣುಗಳು ನೀರಿನಂತೆಕೆಂಪಾಗಿವೆ
kn	ಈ ಹಾಲು ತಾಯಿಯ ಹಾಲಿನಷ್ಟು  ಪೌಷ್ಟಿಕತೆ ಹೊಂದಿದೆ
kn	ಈ ಹಾಲು ಫಾರ್ಮುಲಾ ಹಾಲಿನಷ್ಟು ಪೌಷ್ಟಿಕತೆ ಹೊಂದಿದೆ
kn	ಅವರು ಡೈರೆಕ್ಟರ್ ನಷ್ಟು ಕಲ್ಪನಾಶಕ್ತಿ ಹೊಂದಿದ್ದಾರೆ.
kn	ಅವರು ಆಕ್ಟರ್ ನಷ್ಟು ಕಲ್ಪನಾಶಕ್ತಿ ಹೊಂದಿದ್ದಾರೆ.
kn	ಈ ದೇಹಕ್ಕೆ ನೀರು ಅತಿ ಅವಶ್ಯಕವಾಗಿದೆ
kn	ಈ ದೇಹಕ್ಕೆ ಆಲ್ಕೋಹಾಲ್ ಅತಿ ಅವಶ್ಯಕವಾಗಿದೆ
kn	ಕ್ರೀಡಾಕೂಟವು ಒಲಂಪಿಕ್ ನಷ್ಟು ಇತಿಹಾಸ ಹೊಂದಿದೆ
kn	ಕ್ರೀಡಾಕೂಟವು ವಿಶ್ವಕಪ್ ನಷ್ಟು ಇತಿಹಾಸ ಹೊಂದಿದೆ
kn	ಈ ದಿನ  ಚಂಡಮಾರುತದಷ್ಟು ಹೆಚ್ಚು ಗಾಳಿ ಬೀಸಿತು
kn	ಈ ದಿನ  ಭೂಕಂಪದಷ್ಟು ಹೆಚ್ಚು ಗಾಳಿ ಬೀಸಿತು
kn	ನಾನು ಮಗುವಿನಂತೆ ನಿದ್ರಿಸುತ್ತೇನೆ
kn	ನಾನು ವಯಸ್ಕರರಂತೆ ನಿದ್ರಿಸುತ್ತೇನೆ
kn	ಅವರು ವಿಜ್ಞಾನಿಗಳಂತೆ ಹೆಚ್ಚು ಪ್ರಯೋಗ ಮಾಡುತ್ತಾರೆ
kn	ಅವರು ಇತಿಹಾಸಕಾರರಂತೆ ಹೆಚ್ಚು ಪ್ರಯೋಗ ಮಾಡುತ್ತಾರೆ
kn	ಅವನು ಕೆಲಸದಲ್ಲಿ ಹೊಸಬರಂತೆ ಒತ್ತಡಕ್ಕೆ ಒಳಗಾಗಿದ್ದರು
kn	ಅವನು ಕೆಲಸದಲ್ಲಿ ಅನುಭವಿಗಳಂತೆ ಒತ್ತಡಕ್ಕೆ ಒಳಗಾಗಿದ್ದರು
kn	ಅವರು ಕಂಪನಿಗೆ ಸಿಇಓ ನ ಹಾಗೆ ಪ್ರಮುಖವಾಗಿದ್ದಾರೆ.
kn	ಅವರು ಕಂಪನಿಗೆ ಸಾಮಾನ್ಯ ಉದ್ಯೋಗಿಯಂತೆ ಪ್ರಮುಖವಾಗಿದ್ದಾರೆ.
kn	ಅವರು ಬರಹಗಾರರಂತೆ ಹೆಚ್ಚು ಕಾವ್ಯಾತ್ಮಕರಾಗಿದ್ದಾರೆ
kn	ಅವರು ಓದುಗರಂತೆ ಹೆಚ್ಚು ಕಾವ್ಯಾತ್ಮಕರಾಗಿದ್ದಾರೆ
kn	ನಾನು ಎಂಜಿನಿಯರ್ ನಂತೆ ಹೆಚ್ಚು ತಾಂತ್ರಿಕ ಜ್ಞಾನ ಹೊಂದಿದ್ದೇನೆ.
kn	ನಾನು ಕವಿಯಂತೆ ಹೆಚ್ಚು ತಾಂತ್ರಿಕ ಜ್ಞಾನ ಹೊಂದಿದ್ದೇನೆ.
kn	ನನ್ನ ತಂದೆ ಕಾಮಿಡಿಯನ್ ರಂತೆ  ಹಾಸ್ಯ ಪ್ರಜ್ಞೆ ಹೊಂದಿದ್ದಾರೆ
kn	ನನ್ನ ತಂದೆ ಕುಸ್ತಿಪಟುವಿನಂತೆ ಹಾಸ್ಯ ಪ್ರಜ್ಞೆ ಹೊಂದಿದ್ದಾರೆ
kn	ಅದು ಪತ್ತೆದಾರಿ ಕಥೆಯಂತೆ ನಿಗೂಢವಾಗಿದೆ.
kn	ಅದು  ಕವಿತೆಯಂತೆ ನಿಗೂಢವಾಗಿದೆ.
kn	ಆ ವಿಷಯವು ಪಿಎಚ್ಡಿ ಪಡೆಯುವಷ್ಟು ಕಷ್ಟಕರ
kn	ಆ ವಿಷಯವು  ಡಿಗ್ರಿ ಪಡೆಯುವಷ್ಟು ಕಷ್ಟಕರ
kn	ಆ ಘಟನೆ ಮಳೆಯಷ್ಟು ಸಾಮಾನ್ಯವಾಗಿದೆ
kn	ಆ ಘಟನೆ ಭೂಕಂಪದಷ್ಟು ಸಾಮಾನ್ಯವಾಗಿದೆ
kn	ಆ ವಿಷಯವು ಕಾರ್ ಹೊಂದಿದಷ್ಟು ಸಾಮಾನ್ಯವಾಗಿದೆ
kn	ಆ ವಿಷಯವು ಫ್ಲೈಟ್ ಹೊಂದಿದಷ್ಟು ಸಾಮಾನ್ಯವಾಗಿದೆ
kn	ಸಮಾಜದಲ್ಲಿ ಅವರು ಜಡ್ಜ್ ನಂತೆ ಹೆಚ್ಚು ಗೌರವ ಹೊಂದಿದ್ದಾರೆ
kn	ಸಮಾಜದಲ್ಲಿ ಅವರು  ಅಪರಾಧಿಯಂತೆ ಹೆಚ್ಚು ಗೌರವ ಹೊಂದಿದ್ದಾರೆ
kn	ಅವರು ರಾಜರಂತೆ ವೈಭವದ ಜೀವನ ನಡೆಸುತ್ತಾರೆ
kn	ಅವರು ರೈತರಂತೆ ವೈಭವದ ಜೀವನ ನಡೆಸುತ್ತಾರೆ
kn	ಬೆಕ್ಕು ನಾಯಿಯಂತೆ ಸಾಕು ಪ್ರಾಣಿಯಾಗಿದೆ
kn	ಬೆಕ್ಕು ಹುಲಿಯಂತೆ ಸಾಕು ಪ್ರಾಣಿಯಾಗಿದೆ
kn	ನಮ್ಮ ಊರು ಕಾಡಿನಂತೆ ಕಡಿಮೆ ಜನಸಂಖ್ಯೆ ಹೊಂದಿದೆ
kn	ನಮ್ಮ ಊರು ನಗರದ ಹಾಗೆ ಕಡಿಮೆ ಜನಸಂಖ್ಯೆ ಹೊಂದಿದೆ
kn	ಅದರ ಬೇರು ಮರದ ಬೇರಿ ನಷ್ಟು ಗಟ್ಟಿಯಾಗಿದೆ
kn	ಅದರ ಬೇರು ಗಿಡದ ಬೇರಿನಷ್ಟು ಗಟ್ಟಿಯಾಗಿದೆ
kn	ಅಲ್ಲಿ ವಾತಾವರಣವು ಮರುಭೂಮಿಯಂತೆ ಶೆಕೆ ಹೊಂದಿದೆ
kn	ಅಲ್ಲಿ ವಾತಾವರಣವು ಪರ್ವತದಂತೆ ಶೆಕೆ ಹೊಂದಿದೆ
kn	ಆ ಪಕ್ಷಿಯ ಗಾತ್ರ ಗುಬ್ಬಚಿಯಷ್ಟು ಕಡಿಮೆಯಿದೆ
kn	ಆ ಪಕ್ಷಿಯ ಗಾತ್ರ  ಹದ್ದಿನಷ್ಟು ಕಡಿಮೆಯಿದೆ
kn	ಆ ವಸ್ತುವಿನ ಬೆಲೆ ಇತ್ತಾಳೆಯಷ್ಟು ಅಗ್ಗ
kn	ಆ ವಸ್ತುವಿನ ಬೆಲೆ ಚಿನ್ನದಷ್ಟು ಅಗ್ಗ
kn	ಅವಳ ಕಂಗಳು ನಕ್ಷತ್ರದಂತೆ ಹೊಳೆಯುತ್ತಿದ್ದವು
kn	ಅವಳ ಕಂಗಳು ಕಲ್ಲಿನಂತೆ ಹೊಳೆಯುತ್ತಿದ್ದವು
kn	ಆ ಸಾಮಾನು ಕಬ್ಬಿಣದಂತೆ ತುಕ್ಕು ಹಿಡಿದಿದೆ
kn	ಆ ಸಾಮಾನು ಚಿನ್ನದಂತೆ ತುಕ್ಕು ಹಿಡಿದಿದೆ
kn	ಅವನು ಪೊಲೀಸ್ನಂತೆ ಕಾನೂನಾತ್ಮಕವಾಗಿದ್ದನು
kn	ಅವನು ಕಳ್ಳರಂತೆ ಕಾನೂನಾತ್ಮಕವಾಗಿದ್ದನು
kn	ಅಲ್ಲಿ ಸ್ಟೇಡಿಯಂ ನಲ್ಲಿರುವಷ್ಟು ಹೆಚ್ಚು ಜನ ಸೇರಿದ್ದಾರೆ
kn	ಅಲ್ಲಿ ಸಿನಿಮಾ ಹಾಲ್ ನಷ್ಟು ಹೆಚ್ಚು ಜನ ಸೇರಿದ್ದಾರೆ
kn	ಆ ವಸ್ತು ಫುಟ್ಬಾಲ್ ನಂತೆ ದುಂಡಾಗಿದೆ.
kn	ಆ ವಸ್ತು ಕ್ರಿಕೆಟ್ ಬ್ಯಾಟ್ ನಂತೆ ದುಂಡಾಗಿದೆ.
kn	ಅವನು ಡಾಲ್ಫಿನ್ ನಂತೆ ಆಕರ್ಷಕವಾಗಿ ಈಜುತ್ತಾನೆ
kn	ಅವನು ಕ್ರೊಕೊಡೈಲ್ ನಂತೆ ಆಕರ್ಷಕವಾಗಿ ಈಜುತ್ತಾನೆ
kn	ಆ ಪ್ರಾಣಿಯು ಕೋತಿಯಂತೆ ಹೆಚ್ಚು ಚೇಷ್ಟೆ ಮಾಡುತ್ತದೆ
kn	ಆ ಪ್ರಾಣಿಯು ಸಿಂಹದಂತೆ ಹೆಚ್ಚು ಚೇಷ್ಟೆ ಮಾಡುತ್ತದೆ
kn	ಈ ವಸ್ತು ಡಾಲರ್ ನಷ್ಟು ಹೆಚ್ಚು ಮೌಲ್ಯ ಹೊಂದಿದೆ
kn	ಈ ವಸ್ತು ರೂಪಾಯಿಯಷ್ಟು ಹೆಚ್ಚು ಮೌಲ್ಯ ಹೊಂದಿದೆ
kn	ಅವನ ನಗು ಮಗುವಿನಷ್ಟು ನಿಷ್ಕಲ್ಮಶವಾಗಿದೆ.
kn	ಅವನ ನಗು ವಯಸ್ಕರರಷ್ಟು ನಿಷ್ಕಲ್ಮಶವಾಗಿದೆ.
kn	ಆ ಘಟನೆ ಮಳೆಯಂತೆ ಸಾಮಾನ್ಯ
kn	ಆ ಘಟನೆ ಭೂಕಂಪನದಷ್ಟು ಸಾಮಾನ್ಯ
kn	ಈ ಆಟವು ಟೆಸ್ಟ್ ಕ್ರಿಕೆಟ್ ನಂತೆ ದೀರ್ಘ ಕಾಲ ನಡೆಯುತ್ತದೆ
kn	ಈ ಆಟವು ಕ್ರಿಕೆಟ್ ನಂತೆ ದೀರ್ಘ ಕಾಲ ನಡೆಯುತ್ತದೆ
kn	ಅವರ ಜೀವನ ದಿನಗೂಲಿ ನೌಕರರಷ್ಟು ಕಷ್ಟಕರ
kn	ಅವರ ಜೀವನ ಉದ್ಯಮಿಗಳಷ್ಟು ಕಷ್ಟಕರ
kn	ದೇವರು ಗಾಳಿಯಂತೆ ಎಲ್ಲೆಡೆಯೂ ಇದ್ದಾನೆ
