startphrase,ending1,ending2,labels
The clacks of my keyboard are as loud as a shotgun in an empty room,The keyboard was extremely loud.,The keyboard was almost completely silent.,0
The clacks of my keyboard are as loud as a crawling caterpillar,The keyboard was extremely loud.,The keyboard was almost completely silent.,1
That website is as useful as a landmine in a kitchen,The website was not useful and not practical.,The website was very useful.,0
That website is as useful as a million dollars,The website was not useful and not practical.,The website was very useful.,1
The movie has the depth of caked makeup,The movie is shallow and boring.,The movie is deep and powerful.,0
The movie has the depth of a volcano,The movie is shallow and boring.,The movie is deep and powerful.,1
The President has the mind of a drooling baby.,The President is a moron.,The President is a genius.,0
The President has the mind of Albert Einstein.,The President is a moron.,The President is a genius.,1
The employee is as hard-working as a slug,The employee is lazy.,The employee is hard-working.,0
The employee is as hard-working as a spider,The employee is lazy.,The employee is hard-working.,1
The soldier is a smart as a goldfish.,The soldier is stupid.,The soldier is very smart.,0
The soldier is a smart as a dolphin.,The soldier is stupid.,The soldier is very smart.,1
The grading policy is as flexible as silly putty,The grading policy is very lenient.,The grading policy is very strict.,0
The grading policy is as flexible as a metal pole,The grading policy is very lenient.,The grading policy is very strict.,1
The third-word country's military was that of A group of boy scouts,The third-word country's military was very amature,The third-word country's military was very professional,0
The third-word country's military was that of A top-notch band of commandos,The third-word country's military was very amature,The third-word country's military was very professional,1
The lamp lit the room up like an explosion,The lamp gave off a lot of light,The lamp did not give off much light,0
The lamp lit the room up like a poor candle,The lamp gave off a lot of light,The lamp did not give off much light,1
The boy's wit is as sharp as a razor,The boy has much wit,The boy has not much wit,0
The boy's wit is as sharp as a dull knife,The boy has much wit,The boy has not much wit,1
Reading the book is a fun little jog,"The book is a quick, entertaining read",The book is very dense and hard to get through,0
Reading the book is marching through mud,"The book is a quick, entertaining read",The book is very dense and hard to get through,1
This game's rules are a calculus textbook,The game's rules are complicated,The game's rules are simple,0
This game's rules are a child's picture book,The game's rules are complicated,The game's rules are simple,1
My head is a drum solo,My head is pounding,My head feels cool and pleasant,0
My head is an autumn breeze,My head is pounding,My head feels cool and pleasant,1
The food tasted like a childhood memory.,The food tastes good and is comforting.,The food is disgusting and unpleasant.,0
The food tasted like the underside of a toilet.,The food tastes good and is comforting.,The food is disgusting and unpleasant.,1
The land is a rock garden.,The land is bumpy.,The land is smooth.,0
The land is an ice rink.,The land is bumpy.,The land is smooth.,1
The runner is a sloth.,The runner is slow.,The runner is fast.,0
The runner is a cheetah.,The runner is slow.,The runner is fast.,1
The president spoke with the authority of a lion,The president shows strength in the boldness of his speech.,"The president speaks from a place of weakness, showing no authority.",0
The president spoke with the authority of peasant.,The president shows strength in the boldness of his speech.,"The president speaks from a place of weakness, showing no authority.",1
He is as sharp as a razor,He is very smart,He lacks intelligence,0
He is as sharp as a bowling ball,He is very smart,He lacks intelligence,1
Time was moving like a cheetah,Time was moving very quickly.,Time was barely moving.,0
Time was moving like a snail,Time was moving very quickly.,Time was barely moving.,1
The movie has the pacing of a slug,The movie is slow.,The movie is well-paced.,0
The movie has the pacing of a Tour de France champion.,The movie is slow.,The movie is well-paced.,1
The girl's dreams were as aspirational as a stargazer,The girl had lofty dreams.,The girl had absolutely no dreams.,0
The girl's dreams were as aspirational as mud,The girl had lofty dreams.,The girl had absolutely no dreams.,1
Your solution is a knife in a wound,Their solution makes things worse.,Their solution really helps.,0
Your solution is a a stitch in a wound.,Their solution makes things worse.,Their solution really helps.,1
The house has the strength of popsicle sticks,The house is weak.,The house is strong.,0
The house has the strength of steel,The house is weak.,The house is strong.,1
The wall is as thick as bricks,You can hear nothing through the wall.,You can hear everything through the wall.,0
The wall is as thick as paper,You can hear nothing through the wall.,You can hear everything through the wall.,1
He is as smart as my doctor,He is incredibly smart.,He is not smart at all.,0
He is as smart as a door handle,He is incredibly smart.,He is not smart at all.,1
"Compared to their competitors' tech, this prototype looks like it has been made by a dinosaur",The prototype is fundamentally simple and thus too basic.,The prototype is incredibly advanced compared to other similar products on the market.,0
"Compared to their competitors' tech, this prototype looks like it has come from 4021",The prototype is fundamentally simple and thus too basic.,The prototype is incredibly advanced compared to other similar products on the market.,1
This man had a temper of The Incredible Hulk,The man is easily and profoundly angered,The man is rarely angered and usually calm,0
This man had a temper of The Care Bears,The man is easily and profoundly angered,The man is rarely angered and usually calm,1
That professor was about as helpful as a Spanish to English book when you only know Russian,The professor is useless as a source of knowledge,The professor is extremely knowledgeable,0
That professor was about as helpful as Google as a person,The professor is useless as a source of knowledge,The professor is extremely knowledgeable,1
Those pancakes tasted as if they were made of drywall drenched in syrup,The pancakes are awful,The pancakes are fantastic,0
Those pancakes tasted as if God himself cooked them on Heaven's skillet,The pancakes are awful,The pancakes are fantastic,1
The costume fit as snugly as a condom,The costume fit very well.,The costume didn't fit well at all.,0
The costume fit as snugly as a paper bag,The costume fit very well.,The costume didn't fit well at all.,1
The wall was as thick as rock,The wall was thick,The wall was thin,0
