ending1	ending2	labels	startphrase	valid	Obj	Vis	Soc	Cul
Potongan rambutmu indah dan cantik.	Potongan rambutmu jelek dan berantakan.	0	Potongan rambutmu bak putri-putri di film Disney.	1				1
Potongan rambutmu indah dan cantik.	Potongan rambutmu jelek dan berantakan.	1	Potongan rambutmu bak Tarzan.	1				1
Waktu yang kuhabiskan untuk menunggu barang ini sangat lama.	Waktu yang kuhabiskan untuk menunggu barang ini sangat cepat.	0	Waktu yang kuhabiskan untuk menunggu barang ini datang adalah 1000 tahun.	1			1	
Waktu yang kuhabiskan untuk menunggu barang ini sangat lama.	Waktu yang kuhabiskan untuk menunggu barang ini sangat cepat.	1	Waktu yang kuhabiskan untuk menunggu barang ini datang adalah satu kedipan mata.	1			1	
Pekerjaan ini dapat kuselesaikan dengan mudah.	Pekerjaan ini dapat kuselesaikan dengan sulit.	0	Pekerjaan ini dapat kuselesaikan dengan jentikan jari.	1			1	
Pekerjaan ini dapat kuselesaikan dengan mudah.	Pekerjaan ini dapat kuselesaikan dengan sulit.	1	Pekerjaan ini dapat kuselesaikan dengan bermandikan keringat.	1			1	
Hidup tanpa ilmu itu gelap.	Hidup tanpa ilmu itu terang.	0	Hidup tanpa ilmu bagai kamar tanpa lampu.	1	1			
Hidup tanpa ilmu itu gelap.	Hidup tanpa ilmu itu terang.	1	Hidup tanpa ilmu bagai lampu bohlam 100 watt.	1	1			
Dia sudah lama hidup bergantung kepada keluarga.	Dia sudah lama hidup memikul beban keluarga.	0	Dia sudah lama hidup berpangku tangan.	1			1	
Dia sudah lama hidup bergantung kepada keluarga.	Dia sudah lama hidup memikul beban keluarga.	1	Dia sudah lama hidup menjadi tulang punggung.	1			1	
Pernikahan itu menyenangkan.	Pernikahan itu menderita.	0	Pernikahan adalah perjalanan menyusuri sungai cantik yang airnya jernih.	1			1	
Pernikahan itu menyenangkan.	Pernikahan itu menderita.	1	Pernikahan adalah perjalanan di padang pasir mencari sumber air.	1			1	
Anak kecil itu suci.	Anak kecil itu profan.	0	Anak kecil adalah kertas putih yang masih kosong.	1		1		
Anak kecil itu suci.	Anak kecil itu profan.	1	Anak kecil adalah kertas gorengan yang penuh dengan minyak.	1	1			
Dia kini tubuhnya besar.	Dia kini tubuhnya kecil.	0	Dia kini sudah sebesar kingkong.	1	1			
Dia kini tubuhnya besar.	Dia kini tubuhnya kecil.	1	Dia kini sudah sebesar tikus.	1	1			
Kalau sedang lapar dia berisik.	Kalau sedang lapar dia tenang.	0	Kalau sedang lapar dia seperti anak ayam yang belum diberi makan.	1			1	
Kalau sedang lapar dia berisik.	Kalau sedang lapar dia tenang.	1	Kalau sedang lapar dia seperti air sungai yang sangat dalam.	1	1			
Beban yang kutanggung ringan.	Beban yang kutanggung berat.	0	Beban yang kutanggung sudah seperti sekarung kapas.	1	1			
Beban yang kutanggung ringan.	Beban yang kutanggung berat.	1	Beban yang kutanggung sudah seperti sebongkah beton.	1	1			
Hadiah dari ibu berharga.	Hadiah dari ibu tidak berharga.	0	Hadiah dari ibu ibarat emas 24 karat.	1	1			
Hadiah dari ibu berharga.	Hadiah dari ibu tidak berharga.	1	Hadiah dari ibu ibarat sekarung besi berkarat.	1	1			
Aku merasa lapar sekali.	Aku merasa kenyang sekali.	0	Aku merasa seperti sedang berpuasa 30 hari penuh tanpa pernah berbuka.	1			1	
Aku merasa lapar sekali.	Aku merasa kenyang sekali.	1	Aku merasa seperti memakan seluruh menu yang ada di rumah makan Padang.	1			1	
Cuaca di Surabaya panas sekali.	Cuaca di Surabaya sejuk sekali.	0	Cuaca di Surabaya sepanas gerbang neraka jahanam.	1				1
Cuaca di Surabaya panas sekali.	Cuaca di Surabaya sejuk sekali.	1	Cuaca di Surabaya sepanas kulkas dua pintu.	1	1			
Masakan ibumu luar biasa enak.	Masakan ibumu sangat tidak enak.	0	Masakan ibumu layaknya makanan yang dibawakan langsung dari surga.	1	1			
Masakan ibumu luar biasa enak.	Masakan ibumu sangat tidak enak.	1	Masakan ibumu layaknya makanan sisa yang telah dijilati kucing.	1	1			
Kasur hotel ini empuk dan lembut.	Kasur hotel ini keras sekali.	0	Kasur hotel ini selembut hamparan kapas dan kain sutra.	1	1			
Kasur hotel ini empuk dan lembut.	Kasur hotel ini keras sekali.	1	Kasur hotel ini selembut bangku kayu jati di sekolah-sekolah.	1	1			
Handphone miliknya canggih.	Handphone miliknya kuno.	0	Handphone miliknya bagai barang ajaib Doraemon.	1	1			1
Handphone miliknya canggih.	Handphone miliknya kuno.	1	Handphone miliknya bagai baju hangat nenek buyutku.	1	1			
Rambutku tebal.	Rambutku tipis.	0	Rambutku setebal buku-buku Harry Potter.	1				1
Rambutku tebal.	Rambutku tipis.	1	Rambutku setebal isi dompetku di akhir bulan.	1			1	
Lagu yang kau nyanyikan merdu.	Lagu yang kau nyanyikan berisik dan mengganggu.	0	Lagu yang kau nyanyikan ibarat hujan rintik pengantar tidur.	1	1			
Lagu yang kau nyanyikan merdu.	Lagu yang kau nyanyikan berisik dan mengganggu.	1	Lagu yang kau nyanyikan ibarat bunyi klakson pengendara di lampu merah yang baru saja berubah hijau.	1	1		1	
Gaun pengantin yang ia kenakan indah dan cantik.	Gaun pengantin yang ia kenakan jelek.	0	Gaun pengantin yang ia kenakan bak gaun malaikat yang terbuat dari ratusan benang surga.	1			1	
Gaun pengantin yang ia kenakan indah dan cantik.	Gaun pengantin yang ia kenakan jelek.	1	Gaun pengantin yang ia kenakan bak daster ibu-ibu yang hendak pergi ke pasar.	1			1	
Rasa sakit ini sakit sekali.	Rasa sakit ini tidak sakit sama sekali.	0	Rasa sakit ini bagai dihujani ratusan panah yang mendarat langsung di tubuhku.	1			1	
Rasa sakit ini sakit sekali.	Rasa sakit ini tidak sakit sama sekali.	1	Rasa sakit ini bagai digigit anak semut.	1			1	
Penjelasanmu tidak jelas.	Penjelasanmu jelas.	0	Penjelasanmu sejelas penglihatan orang rabun tanpa kacamata.	1			1	
Penjelasanmu tidak jelas.	Penjelasanmu jelas.	1	Penjelasanmu sejelas video youtube dengan resolusi HD.	1	1			
Suaranya lantang.	Suaranya sayup.	0	Suaranya sudah seperti komando pemimpin upacara bendera.	1			1	
Suaranya lantang.	Suaranya sayup.	1	Suaranya sudah seperti bisikan ibu yang tidak ingin membangunkan bayinya.	1			1	
Sikapnya akhir-akhir ini dingin.	Sikapnya akhir-akhir ini panas.	0	Sikapnya akhir-akhir ini ibarat suhu Dieng selepas di malam hari.	1				1
Sikapnya akhir-akhir ini dingin.	Sikapnya akhir-akhir ini panas.	1	Sikapnya akhir-akhir ini ibarat cuaca Depok di siang bolong.	1				1
Harapan orang tuaku tinggi.	Harapan orang tuaku rendah.	0	Harapan orang tuaku setinggi menara Burj Khalifa di Dubai.	1	1			
Harapan orang tuaku tinggi.	Harapan orang tuaku rendah.	1	Harapan orang tuaku setinggi lutut kurcaci Putri Salju.	1	1			
Perasaan ini dalam.	Perasaan ini dangkal.	0	Perasaan ini sepertinya sudah sedalam palung Mariana.	1	1			
Perasaan ini dalam.	Perasaan ini dangkal.	1	Perasaan ini sepertinya sudah sedalam kolam renang anak SD.	1	1			
Ia belanja seperti orang kerasukan.	Ia belanja sesuai kebutuhan.	0	Ia belanja seolah-olah akan terjadi lockdown besok pagi.	1			1	
Ia belanja seperti orang kerasukan.	Ia belanja sesuai kebutuhan.	1	Ia belanja seolah-olah tidak membutuhkan apapun karena semua telah dimilikinya di rumah.	1			1	
Amarahku mendidih.	Amarahku mereda.	0	Amarahku sudah seperti air panas di suhu 100 derajat.	1	1			
Amarahku mendidih.	Amarahku mereda.	1	Amarahku sudah seperti air hujan yang berhenti turun.	1	1			
Berkencan denganmu menyenangkan.	Berkencan denganmu memalukan.	0	Berkencan denganmu bagai berkencan dengan pangeran berkuda putih.	1			1	
Berkencan denganmu menyenangkan.	Berkencan denganmu memalukan.	1	Berkencan denganmu bagai berkencan dengan pangeran kodok.	1			1	
Belajar sejarah membosankan.	Belajar sejarah menyenangkan.	0	Belajar sejarah adalah hari-hari panjang pasien di rumah sakit.	1			1	
Belajar sejarah membosankan.	Belajar sejarah menyenangkan.	1	Belajar sejarah adalah tamasya anak-anak ke taman hiburan.	1			1	
Jumlah uang di dompetku banyak.	Jumlah uang di dompetku tidak ada.	0	Jumlah uang di dompetku seperti jumlah daun pada pohon beringin yang rimbun.	1	1			
Jumlah uang di dompetku banyak.	Jumlah uang di dompetku tidak ada.	1	Jumlah uang di dompetku seperti jumlah kaki ular.	1	1			
Anak sematawayang berharga.	Anak sematawayang beban.	0	Anak sematawayang adalah mata air di tengah savana.	1	1			
Anak sematawayang berharga.	Anak sematawayang beban.	1	Anak sematawayang adalah pinjaman online yang tak kunjung lunas.	1			1	
Daya tangkapmu cepat.	Daya tangkapmu lambat.	0	Daya tangkapmu layaknya internet 5G.	1	1			
Daya tangkapmu cepat.	Daya tangkapmu lambat.	1	Daya tangkapmu layaknya internet 2G.	1	1			
Seminggu ini perasaanku sedih dan muram.	Seminggu ini perasaanku ceria.	0	Seminggu ini perasaanku bagai langit dan awan kelabu.	1	1			
Seminggu ini perasaanku sedih dan muram.	Seminggu ini perasaanku ceria.	1	Seminggu ini perasaanku bagai matahari cerah di siang hari.	1	1			
Aku pikir, kehidupan itu penuh tantangan.	Aku pikir, kehidupan itu bebas hambatan.	0	Aku pikir, kehidupan itu layaknya berlayar di lautan yang penuh ombak.	1			1	
Aku pikir, kehidupan itu penuh tantangan.	Aku pikir, kehidupan itu bebas hambatan.	1	Aku pikir, kehidupan itu layaknya mengendarai mobil di jalan tol.	1			1	
Hidup harus fleksibel.	Hidup harus kaku.	0	Hiduplah seperti instruktur yoga.	1			1	
Hidup harus fleksibel.	Hidup harus kaku.	1	Hiduplah seperti kanebo kering.	1	1			
Bantuanmu tidak berguna.	Bantuanmu sangat membantu.	0	Bantuanmu ibarat jas hujan yang dipakai di siang bolong ketika matahari terik.	1	1			
Bantuanmu tidak berguna.	Bantuanmu sangat membantu.	1	Bantuanmu ibarat tawaran air minum ketika aku sedang kepedasan.	1	1			
Warna lipstick yang kau pakai pas dan cocok.	Warna lipstick yang kau pakai tidak cocok.	0	Warna lipstik yang kau pakai bagai sepatu kaca di kaki Cinderella.	1	1			
Warna lipstick yang kau pakai pas dan cocok.	Warna lipstick yang kau pakai tidak cocok.	1	Warna lipstik yang kau pakai bagai sepatu kaca di kaki raksasa.	1	1			
Make up yang kau pakai hari ini gelap dan pucat.	Make up yang kau pakai hari ini berwarna.	0	Make up yang kau pakai hari ini seperti orang yang akan pergi melayat.	1			1	
Make up yang kau pakai hari ini gelap dan pucat.	Make up yang kau pakai hari ini berwarna.	1	Make up yang kau pakai hari ini seperti orang yang akan pergi ke pesta ulang tahun.	1			1	
Aku merasa lapar sekali.	Aku merasa kenyang sekali.	0	Aku merasa seperti pengemis yang sudah satu minggu tidak makan apapun.	1			1	
Aku merasa lapar sekali.	Aku merasa kenyang sekali.	1	Aku merasa seperti anak sultan yang sudah tidak mampu memasukkan makanan ke dalam mulutnya.	1			1	
Teman sekelasku sangat cerdas.	Teman sekelasku sangat bodoh.	0	Teman sekelasku sungguh bagai bintang yang cahayanya terang benderang.	1		1		
Teman sekelasku sangat cerdas.	Teman sekelasku sangat bodoh.	1	Teman sekelasku sungguh bagai keledai yang terus menerus jatuh ke lubang yang sama.	1			1	
Skincare yang dia pakai mahal.	Skincare yang dia pakai murah.	0	Skincare yang dia pakai seharga satu buah mobil.	1	1			
Skincare yang dia pakai mahal.	Skincare yang dia pakai murah.	1	Skincare yang dia pakai seharga sebungkus kacang rebus.	1	1			
Dia membawa koper besar.	Dia membawa koper kecil.	0	Dia membawa koper segede kapal Nabi Nuh.	1				1
Dia membawa koper besar.	Dia membawa koper kecil.	1	Dia membawa koper segede saku seragam pramuka anak SD.	1			1	
Larinya cepat.	Larinya lambat.	0	Larinya secepat pebalap F1.	1	1			
Larinya cepat.	Larinya lambat.	1	Larinya secepat porter stasiun yang memikul dua koper besar.	1			1	
Adit disayang.	Adit tidak disayang.	0	Adit diperlakukan seperti anak emas.	1			1	
Adit disayang.	Adit tidak disayang.	1	Adit diperlakukan seperti anak pungut.	1			1	
Mobilmu bau.	Mobilmu harum.	0	Mobilmu bak truk sampah.	1	1			
Mobilmu bau.	Mobilmu harum.	1	Mobilmu bak toko bunga.	1	1			
Tugasku banyak sekali.	Tugasku sedikit sekali.	0	Tugasku sudah seperti antrian orang yang akan menonton konser kpop.	1			1	
Tugasku banyak sekali.	Tugasku sedikit sekali.	1	Tugasku sudah seperti kondisi sekolah di hari libur.	1	1			
Pacar kakakku terlalu muda.	Pacar kakakku terlalu tua.	0	Pacar kakakku ibarat buah yang belum siap dipetik.	1	1			
Pacar kakakku terlalu muda.	Pacar kakakku terlalu tua.	1	Pacar kakakku ibarat buah yang sudah tidak layak dipetik.	1	1			
Wajahmu layu.	Wajahmu ceria.	0	Wajahmu terlihat seperti bunga yang satu minggu tidak disiram.	1	1			
Wajahmu layu.	Wajahmu ceria.	1	Wajahmu terlihat seperti orang yang baru mendapat lotre.	1	1			
Rambut adikku panjang.	Rambut adikku pendek.	0	Rambut adikku sudah sepanjang Rapunzel.	1				1
Rambut adikku panjang.	Rambut adikku pendek.	1	Rambut adikku sudah sepanjang sumbu lilin.	1	1			
Pengalamannya luas.	Pengalamannya sempit.	0	Pengalamannya sudah seluas savana Afrika.	1	1			
Pengalamannya luas.	Pengalamannya sempit.	1	Pengalamannya sudah seluas liang kubur.	1	1			
Rasa obat ini pahit.	Rasa obat ini manis.	0	Rasa obat ini bak air rebusan sereh.	1	1			
Rasa obat ini pahit.	Rasa obat ini manis.	1	Rasa obat ini bak air gula.	1	1			
Baju yang kamu kenakan kebesaran.	Baju yang kamu kenakan kekecilan.	0	Baju yang kamu kenakan ibarat anak bayi menggunakan baju anak SD.	1			1	
Baju yang kamu kenakan kebesaran.	Baju yang kamu kenakan kekecilan.	1	Baju yang kamu kenakan ibarat ibu-ibu menggunakan baju anaknya yang masih berusia 5 tahun.	1			1	
Kue buatannya enak sekali.	Kue buatannya sangat tidak enak.	0	Kue buatannya bagai kue yang disajikan di restoran bintang lima.	1			1	
Kue buatannya enak sekali.	Kue buatannya sangat tidak enak.	1	Kue buatannya bagai kue yang dibuat menggunakan bahan-bahan kadaluarsa.	1			1	
wajahnya kasar.	wajahnya halus.	0	Wajahnya kentang .	1	1			
wajahnya kasar.	wajahnya halus.	1	Wajahnya  seperti jeruk mandarin.	1	1			
Sifat Ara jahat.	Sifat Ara baik.	0	Sifat Ara seperti nenek lampir.	1			1	
Sifat Ara jahat.	Sifat Ara baik.	1	Sifat Ara seperti ibu peri.	1			1	
dia berjalan lambat .	dia berjalan cepat .	0	Dia berjalan seperti siput .	1	1			
dia berjalan lambat .	dia berjalan cepat .	1	Dia berjalan seperti kelinci .	1	1			
ucapan perempuan itu menyakitkan .	ucapan perempuan itu menyenangkan .	0	Ucapan perempuan itu sungguh menyayat hati .	1			1	
ucapan perempuan itu menyakitkan .	ucapan perempuan itu menyenangkan .	1	Ucapan perempuan itu menenangkan hati .	1			1	
Suara Rano Jelek .	Suara Rano bagus .	0	Suara Rano semerdu kaset rusak .	1	1			
Suara Rano Jelek .	Suara Rano bagus .	1	Suara Rano semerdu hujan .	1	1			
Baju ini bau .	Baju ini wangi .	0	Baju ini aroma  bunga bangkai .	1	1			
Baju ini bau .	Baju ini wangi .	1	Baju ini aroma  bunga bakung .	1	1			
Sikap Erlangga kepada Mutia dingin .	Sikap Erlangga kepada Mutia hangat .	0	Sikap Erlangga kepada Mutia sedingin es .	1	1			
Sikap Erlangga kepada Mutia dingin .	Sikap Erlangga kepada Mutia hangat .	1	Sikap Erlangga kepada Mutia mentari .	1	1			
Fino dijuluki sebagai orang yang rajin .	Fino dijuluki sebagai pemalas .	0	Fino dijuluki sebagai kutu buku .	0				
Fino dijuluki sebagai orang yang rajin .	Fino dijuluki sebagai pemalas .	1	Fino dijuluki sebagai berat kaki .	0				
ucapan Rangga memberikan semangat .	ucapan Rangga menyakiti hati .	0	Ucapan Rangga membakar semangat .	1			1	
ucapan Rangga memberikan semangat .	ucapan Rangga menyakiti hati .	1	Ucapan Rangga menusuk hati .	1			1	
jarak rumah Bejo ke sekolah jauh .	jarak rumah Bejo ke sekolah dekat .	0	Jarak dari Rumah Bejo ke sekolah bagaikan jarak dari langit ke bumi .	1	1			
jarak rumah Bejo ke sekolah jauh .	jarak rumah Bejo ke sekolah dekat .	1	Jarak dari Rumah Bejo ke sekolah jarak dari sini ke depan gang .	1	1			
Dino dijuluki sebagai orang bodoh.	Dino dijuluki sebagai orang pintar.	0	Dino dijuluki sebagai kepala udang.	0				
Dino dijuluki sebagai orang bodoh.	Dino dijuluki sebagai orang pintar.	1	Dino dijuluki sebagai juara kelas.	0				
Dalam tim sepak bola, Tino pemain cadangan .	Dalam tim sepak bola, Tino pemain inti .	0	Dalam tim sepak bolanya, Tino bagaikan anak bawang .	1			1	
Dalam tim sepak bola, Tino pemain cadangan .	Dalam tim sepak bola, Tino pemain inti .	1	Dalam tim sepak bolanya, Tino bagaikan bintang lapangan .	1			1	
Suasana kelas matematika ramai dan berisik .	Suasana kelas matematika sepi dan hening .	0	Suasana kelas matematika seperti pesta ulang tahun.	1			1	
Suasana kelas matematika ramai dan berisik .	Suasana kelas matematika sepi dan hening .	1	Suasana kelas matematika seperti bandara ketika lockdown COVID.	1			1	
Acara yang kami hadiri menyenangkan.	Acara yang kami hadiri membosankan.	0	Acara seminar yang kami hadiri seperti acara komedi di televisi.	1			1	
Acara yang kami hadiri menyenangkan.	Acara yang kami hadiri membosankan.	1	Acara seminar yang kami hadiri seperti pidato kebangsaan.	1			1	
Usaha Scarlet sedang berjaya.	Usaha Scarlet sedang bangkrut.	0	Usaha Scarlet sedang naik daun.	1			1	
Usaha Scarlet sedang berjaya.	Usaha Scarlet sedang bangkrut.	1	Usaha Scarlet sedang gulung tikar.	1			1	
Mega menerima hadiah tersebut dengan sombong.	Mega menerima hadiah tersebut dengan santun.	0	Mega menerima hadiah tersebut dengan tinggi hati.	1			1	
Mega menerima hadiah tersebut dengan sombong.	Mega menerima hadiah tersebut dengan santun.	1	Mega menerima hadiah tersebut dengan rendah hati.	1			1	
Sepatu Dino terihat bersiih.	Sepatu Dino terihat kotor.	0	Sepatu Dino tampak seperti baru dicuci .	1			1	
Sepatu Dino terihat bersiih.	Sepatu Dino terihat kotor.	1	Sepatu Dino tampak seperti habis bermain hujan .	1			1	
rumahnya luas .	rumahnya sempit .	0	rumahnya seluas lapangan bola .	1	1			
rumahnya luas .	rumahnya sempit .	1	rumahnya seluas gang sempit .	1	1			
Chandra sedang jatuh cinta.	Chandra sedang sakit hati.	0	Hati Candra seperti dipenuhi bunga-bunga.	1	1			
Chandra sedang jatuh cinta.	Chandra sedang sakit hati.	1	Hati Candra seperti dihujam pisau belati.	1	1			
Tanaman ini pendek.	Tanaman ini tinggi.	0	Tinggi tanaman ini setinggi pohon toge.	1	1			
Tanaman ini pendek.	Tanaman ini tinggi.	1	Tinggi tanaman ini setinggi pohon jati.	1	1			
Kepergian Dinda terasa berat.	Kepergian Dinda terasa ringan.	0	Kepergian Dinda terasa seperti kiamat.	1	1			
Kepergian Dinda terasa berat.	Kepergian Dinda terasa ringan.	1	Kepergian Dinda terasa seperti surga.	1	1			
Kamar kosan Dinda terasa dingin.	Kamar kosan Dinda terasa panas.	0	Kamar kosan Dinda terasa seperti di Kutub Utara .	1	1			
Kamar kosan Dinda terasa dingin.	Kamar kosan Dinda terasa panas.	1	Kamar kosan Dinda terasa seperti di gurun pasir .	1	1			
harga makanan di sini mahal .	harga makanan di sini murah .	0	Harga makanan di sini seharga dua bungkus nasi padang .	1				1
harga makanan di sini mahal .	harga makanan di sini murah .	1	Harga makanan di sini seharga makanan pinggir jalan .	1			1	
Dosen pembimbing kami Sulit ditemui.	Dosen pembimbing kami mudah ditemui.	0	Dosen pembimbing kami seperti tanaman langka.	1	1			
Dosen pembimbing kami Sulit ditemui.	Dosen pembimbing kami mudah ditemui.	1	Dosen pembimbing kami seperti rumput liar.	1	1			
Jam kerja di kantor ini tidak kenal waktu.	Jam kerja di kantor ini teratur.	0	Jam kerja di kantor ini seperti mesin waktu.	1			1	
Jam kerja di kantor ini tidak kenal waktu.	Jam kerja di kantor ini teratur.	1	Jam kerja di kantor ini seperti tempat bermain anak-anak.	1			1	
Ara dikenal sebagai gadis yang cerewet.	Ara dikenal sebagai gadis yang pendiam.	0	Ara dikenal sebagai gadis yang mirip burung beo.	1			1	
Ara dikenal sebagai gadis yang cerewet.	Ara dikenal sebagai gadis yang pendiam.	1	Ara dikenal sebagai gadis yang mirip kelinci.	1			1	
Kisah cinta kami abadi.	Kisah cinta kami sementara.	0	Kisah cinta kami seperti tanaman edelweis.	1	1			
Kisah cinta kami abadi.	Kisah cinta kami sementara.	1	Kisah cinta kami seperti kisah Romeo dan Juliet.	1				1
Telapak kakinya besar.	Telapak kakinya kecil.	0	Telapak kakinya seperti kaki gajah.	1	1			
Telapak kakinya besar.	Telapak kakinya kecil.	1	Telapak kakinya seperti kaki semut.	1	1			
Hamid dan Rahmat Suka bertengkar.	Hamid dan Rahmat akur.	0	Hamid dan Rahmat seperti Tom and Jerry .	1				1
Hamid dan Rahmat Suka bertengkar.	Hamid dan Rahmat akur.	1	Hamid dan Rahmat seperti Dora dan Boots .	1				1
Kehadirannya menjadi bermanfaat bagi kami.	Kehadirannya menjadi bencana bagi kami.	0	Kehadirannya bagaikan bulan di malam hari bagi kami.	0				
Kehadirannya menjadi bermanfaat bagi kami.	Kehadirannya menjadi bencana bagi kami.	1	Kehadirannya bulan di siang hari bagi kami.	0				
kamarnya sejuk.	kamarnya panas.	0	Kamarnya seperti ubin masjid.	1	1			
kamarnya sejuk.	kamarnya panas.	1	Kamarnya seperti padang masyar.	1				1
Damara bertingkah menggemaskan .	Damara bertingkah menyebalkan .	0	Damara bertingkah seperti anak kecil .	0				
Damara bertingkah menggemaskan .	Damara bertingkah menyebalkan .	1	Damara bertingkah seperti merengek seperti anak kecil .	0				
Kuku-kukunya pendek-pendek.	Kuku-kukunya panjang-panjang.	0	kuku-kukunnya seperti jengkol.	1	1			
Kuku-kukunya pendek-pendek.	Kuku-kukunya panjang-panjang.	1	kuku-kukunnya seperti pete.	1	1			
Dia bernyanyi dengan gelagapan.	Dia bernyanyi dengan lancar.	0	Dia bernyanyi seperti orang kumur-kumur.	1			1	
Dia bernyanyi dengan gelagapan.	Dia bernyanyi dengan lancar.	1	Dia bernyanyi seperti penyanyi aslinya.	1			1	
Dinda orangnya pemarah .	Dinda orangnya penyabar .	0	tingkat kesabaran Dinda sebesar tisu .	1	1			
Dinda orangnya pemarah .	Dinda orangnya penyabar .	1	tingkat kesabaran Dinda sebesar kasih ibu .	1	1			
airnya berasa tawar .	airnya berasa asin .	0	mata air di sini rasanya seperti air kolam .	1	1			
airnya berasa tawar .	airnya berasa asin .	1	mata air di sini rasanya seperti air laut .	1	1			
Rambutnya lurus.	Rambutnya keriting.	0	Rambutnya seperti bihun.	1	1			
Rambutnya lurus.	Rambutnya keriting.	1	Rambutnya seperti mie kuning.	1	1			
lawakannya garing .	lawakannya lucu .	0	Lawakannya seperti krupuk .	1	1			
lawakannya garing .	lawakannya lucu .	1	Lawakannya seperti Sule .	1				1
Bila seorang pemalu .	Bila seorang pemberani .	0	Bila seperti tanaman putri malu .	1	1			
Bila seorang pemalu .	Bila seorang pemberani .	1	Bila seperti singa putih .	1	1			
Kasur ini keras .	Kasur ini empuk .	0	Kasur ini empuk sekali seperti tidur di lantai .	1	1			
Kasur ini keras .	Kasur ini empuk .	1	Kasur ini empuk sekali seperti kasur mahal .	1	1			
gaji yang ia dapat sedikit .	gaji yang ia dapat banyak .	0	Gaji yang ia dapatkan seperti  angin kosong .	1	1			
gaji yang ia dapat sedikit .	gaji yang ia dapat banyak .	1	Gaji yang ia dapatkan seperti  tumpukan jerami .	1	1			
Bulu matanya tebal .	Bulu matanya tipis .	0	Bulu matanya seperti ulat bulu .	1	1			
Bulu matanya tebal .	Bulu matanya tipis .	1	Bulu matanya seperti orang bisa melihat tuyul .	1			1	
baju mereka gelap .	baju mereka warna-warni .	0	Baju mereka seperti orang yang sedang berduka .	1			1	
baju mereka gelap .	baju mereka warna-warni .	1	Baju mereka seperti pelangi .	1		1		
Kolom chatku sepi .	Kolom chatku ramai .	0	kolom chatku seperti ruang isolasi.	1	1			
Kolom chatku sepi .	Kolom chatku ramai .	1	kolom chatku seperti karnival.	1	1			
Ia minum sedikit .	Ia minum banyak .	0	Ia minum seperti burung .	1	1			
Ia minum sedikit .	Ia minum banyak .	1	Ia minum seperti orang kehausan .	1			1	
Cara bicaranya santun .	Cara bicaranya tidak berisi atau tidak sopan .	0	Cara bicaranya seperti orang terpelajar .	1			1	
Cara bicaranya santun .	Cara bicaranya tidak berisi atau tidak sopan .	1	Cara bicaranya seperti tong kosong nyaring bunyinya .	1			1	
kedatangannya bisa jadi rumit .	kedatangannya bisa jadi ketenangan .	0	kedatangannya bisa jadi seperti hujan angin .	1	1			
kedatangannya bisa jadi rumit .	kedatangannya bisa jadi ketenangan .	1	kedatangannya bisa jadi seperti angin sepoi-sepoi .	1	1			
sifat manusia bisa ngga punya malu.	sifat manusia bisa ingin dikenal.	0	sifat manusia bisa seperti muka dua .	0				
sifat manusia bisa ngga punya malu.	sifat manusia bisa ingin dikenal.	1	sifat manusia bisa seperti cari muka .	0				
tampangnya garang.	tampangnya halus.	0	tampangnya seperti preman pasar .	1			1	
tampangnya garang.	tampangnya halus.	1	tampangnya seperti Hello Kitty .	1				1
