ending1 (string),ending2 (string),labels,startphrase (string),valid,category,obj,vis,soc,cul
"Siku yake ya kubatizwa, alivalia rinda jeupe",Hakuvalia rinda jeusi siku yake ya kubatizwa,0,Alivalia rinda jeupe kama mawingu siku yake ya kubatizwa,1,vis,1,1,0,0
"Siku yake ya kubatizwa, alivalia rinda jeupe",Hakuvalia rinda jeusi siku yake ya kubatizwa,1,Alivalia rinda jeupe kama makaa siku yake ya kubatizwa,1,vis,1,1,0,0
Bibi ya John aliraukia kazini,Bibi ya John alichelewa kazini,0,Bibi ya John alirauka mapema kama jimbi kuenda kazini,1,soc,0,0,1,0
Bibi ya John aliraukia kazini,Bibi ya John alichelewa kazini,1,Bibi ya John alirauka mapema kama kuku mgonjwa kuenda kazini,1,soc,0,0,1,0
Viatu vya Leah vinapendeza mno,Viatu vya Leah havipendezi kabisa,0,Leah ana viatu maridadi kama almasi,1,vis,0,1,0,0
Viatu vya Leah vinapendeza mno,Viatu vya Leah havipendezi kabisa,1,Leah ana viatu maridadi kama makaa,1,vis,0,1,0,0
"Mke wake hapendi kelele, anapenda kubembelezwa",Mke wake anapenda kelele na kuvurugwa,0,"Mke wake hapendi kelele, anapenda kubembelezwa kama mtoto",1,soc,0,0,1,0
"Mke wake hapendi kelele, anapenda kubembelezwa",Mke wake anapenda kelele na kuvurugwa,1,"Mke wake hapendi kelele, anapenda kubembelezwa kama mfungwa",1,soc,0,0,0,0
Ombi lake la kazi lilikawia mno,Ombi lake la kazi halikukawia kamwe,0,Ombi lake la kazi lilichukuwa muda kama ahadi za serikali,1,soc,0,0,1,0
Ombi lake la kazi lilikawia mno,Ombi lake la kazi halikukawia kamwe,1,Ombi lake la kazi lilichukuwa muda kama mngurumo wa radi,1,soc,0,0,1,0
Walimvamia mwizi Gikomba alipojulikana,Hawakumfanyia mziwi chochote walipomshika,0,Walimvamia mwizi kama mvua Gikomba alipokamatwa,1,soc,0,0,1,0
Walimvamia mwizi Gikomba alipojulikana,Hawakumfanyia mziwi chochote walipomshika,1,Walimvamia mwizi kama vipepeo walipomshika,1,soc,0,0,1,0
Alianguka akaumia vibaya,Alianguka lakini hakuumia,0,Aliumia kama mwizi aliyepigwa na umati,1,vis,0,1,0,0
Alianguka akaumia vibaya,Alianguka lakini hakuumia,1,Aliumia kama mja aliyeumwa na mbu,1,vis,0,1,0,0
Muwe wa sofia ni katili,Mume wa Sofia ni mkarimu,0,Mume wa Sofia ni Katili kama muasi,1,soc,0,0,1,0
Muwe wa sofia ni katili,Mume wa Sofia ni mkarimu,1,Mume wa sofia ni Katili kama jongoo,1,soc,0,0,1,0
Alituletea mtoto aliyetusumbua usiku kucha,Alituletea mtoto mtulivu mno,0,Alituletea mtoto msumbufu kama nyani,1,obj,1,0,0,0
Alituletea mtoto aliyetusumbua usiku kucha,Alituletea mtoto mtulivu mno,1,Alituletea mtoto msumbufu kama maiti,1,obj,1,0,0,0
Nilipenda kuzurura sana ututoni mwangu,Sikupenda kuzurura utotoni mwangu,0,Nikiwa mtoto nilipenda kuzurura kama mbwakoko,1,cul,0,0,1,1
Nilipenda kuzurura sana ututoni mwangu,Sikupenda kuzurura utotoni mwangu,1,Nikiwa mtoto nilipenda kuzurura kama mlima Kilimanjaro,1,cul,0,0,1,1
Ilimbidi awajibike alipopata mtoto,Alishindwa kuwajibika hata alipopata mtoto,0,"Alipojifungua, alianza kuwajibika kama mwanafunzi anayekalia mtihani wa kitaifa",1,soc,0,0,1,0
Ilimbidi awajibike alipopata mtoto,Alishindwa kuwajibika hata alipopata mtoto,1,"Alipojifungua, alianza kuwajibika kama chokoraa mapipani",1,soc,0,0,1,0
Ungonjwa ulimdhaifisha ,"Ingawa alikuwa mgonjwa, alijitahidi kazini",0,"Alipogonjeka, alianza kuwa mdhaifu kama barafu iliyowekwa kwa jua",1,obj,1,1,0,0
Ungonjwa ulimdhaifisha ,"Ingawa alikuwa mgonjwa, alijitahidi kazini",1,"Alipongojeka, alianza kuwa mdhaifu kama almasi",1,obj,1,1,0,0
Alitarajia kuishi maisha marefu,Alitarajia kuaga dunia mapema,0,Alitarajia kuishi maisha marefu kama  mabonde na mito,1,soc,1,0,1,0
Alitarajia kuishi maisha marefu,Alitarajia kuaga dunia mapema,1,Alitarajia kuishi maifa marefu kama nzi,1,soc,0,0,1,0
Janet hunipendeza usiku na mchana,Janet hunichukiza usiku na mchana,0,Janet ni ua la waridi,1,vis,0,1,0,0
Janet hunipendeza usiku na mchana,Janet hunichukiza usiku na mchana,1,Janet ni kiganja cha moto,1,vis,0,1,0,0
Ujumbe wa kifochake ulienea kwa muda mfupi,Ujumbe wa kifo chake haukufika mbali,0,Ujumbe wa kifo chake ulienea kama upepo,1,obj,1,0,0,0
Ujumbe wa kifochake ulienea kwa muda mfupi,Ujumbe wa kifo chake haukufika mbali,1,Ujumbe wa kifo chake ulienea kama upepo,1,obj,1,0,0,0
Nyumbani kwa seneta ni kuzuri mno,Nyumbani kwa seneta si kuzuri hata,0,Nyumbani kwa seneta ni kuzuri kama binguni,1,vis,0,1,0,0
Nyumbani kwa seneta ni kuzuri mno,Nyumbani kwa seneta si kuzuri hata,1,Nyumbani kwa seneta ni kubaya kama jehanamu,1,vis,0,1,0,0
Jamal ni mgumu kushawishi,Jamal ni mwepesi wa kushawishi,0,Jamal ni jiwe ukijaribu kumshawishi,1,obj,1,0,1,0
Jamal ni mgumu kushawishi,Jamal ni mwepesi wa kushawishi,1,Jamal ni mwepesi wa kushawishi kama upepo,1,obj,1,0,0,0
Ivan alikua na akarefuka sana,Ivan alikua lakini hakurefuka,0,Ivan ni mrefu kama twiga,1,obj,1,0,0,0
Ivan alikua na akarefuka sana,Ivan alikua lakini hakurefuka,1,Ivan ni mrefu kama kucha,1,obj,1,0,0,0
Maskini wa Kenya huvaa matambara ,Maskini wa Kenya huvaa mavazi safi,0,Maskini wa Kenya huvaa matambara kama chokoraa,1,vis,0,1,0,0
Maskini wa Kenya huvaa matambara,Maskini wa Kenya huvaa mavazi safi,1,Maskini wa Kenya huvaa matambara kama mfalme,1,vis,0,1,0,0
Leo nje kuna kelele sana,Leo nje kuna utulivu mno,0,Leo nje kuna kelele kama tingtinga,1,obj,1,0,0,0
Leo nje kuna kelele sana,Leo nje kuna utulivu mno,1,Leo nje kuna kelele kama bubu,1,obj,1,0,0,0
Mtoto wa Jane hana uzanii,Mtoto wa Jane ana uzani mno,0,Mtoto wa Jane ni Mwepesi kama karatasi,1,obj,1,0,0,0
Mtoto wa Jane hana uzanii,Mtoto wa Jane ana uzani mno,1,Mtoto wa Jane ni mwepesi kama nanga,1,obj,1,0,0,0
Shule za Nairobi huwa na wanafunzi werevu sana,Shule za Nairobi huwa na wanafunzi wapumbavu,0,Watoto wa shule za Nairobi ni wembe,1,soc,1,0,1,0
Shule za Nairobi huwa na wanafunzi werevu sana,Shule za Nairobi huwa na wanafunzi wapumbavu,1,Watoto wa shule za Nairobi ni Kondoo,1,soc,1,0,1,0
"Maria alipopata ujauzito, tumbo lake lilinenepa","Maria alipopata ujauzito, tumbo lake halikunenepa",0,Tumbo la Maria lilinenepa kama sayari alipopata ujauzito,1,vis,1,1,0,0
"Maria alipopata ujauzito, tumbo lake lilinenepa","Maria alipopata ujauzito, tumbo lake halikunenepa",1,Tumbo la Maria lilinenepa kama mbegu ya pera alipopata ujauzito,1,vis,1,1,0,0
Mshindi wa Lotto ni tajiri hadi wa leo,Mshindi wa Lotto ashakuwa maskini,0,Mshindi wa Lotto ni tajiri kama rais,1,soc,0,0,1,0
Mshindi wa Lotto ni tajiri hadi wa leo,Mshindi wa Lotto ashakuwa maskini,1,Mshindi wa Lotto ashakuwa tajiri kama fundi wa viatu,1,soc,0,0,1,0
Mlango wa uwanja wa Kasarani ni pana mno,Mlango wa uwanja wa Kasarani si pana,0,Mlango wa uwanja wa Kasarani ni pana kama bahari,1,vis,1,1,0,0
Mlango wa uwanja wa Kasarani ni pana mno,Mlango wa uwanja wa Kasarani si pana,1,Mlango wa uwanja wa Kasarani ni pana kama tundu la sindano,1,vis,1,1,0,
Akikasirika anakuwa na mioto sana,Akikasirika hana maneno kamwe,0,Akikasirika anakuwa na mioto kama mvuke,1,soc,0,0,0,0
Akikasirika anakuwa na mioto sana,Akikasirika hana maneno kamwe,1,Akikasirika anakuwa na mioto kama barafu,1,soc,0,0,0,0
James amepiaka sebule yake rangi nyekundu,James ameipaka sebule yake rangi nyeupe,0,Sebule ya James ni nyekundu kama damu,1,vis,0,1,0,0
James amepiaka sebule yake rangi nyekundu,James ameipaka sebule yake rangi nyeupe,1,Sebule ya James ni nyekundu kama maziwa,1,vis,0,1,0,0
Unafaa kuwa macho ndio usiibiwe Nairobi,"Si lazima uwe macho Nairobi, hakuna wezi",0,Unafaa uwe macho kama mlinzi wa usiku usiibiwe Nairobi,1,soc,0,0,1,0
Unafaa kuwa macho ndio usiibiwe Nairobi,"Si lazima uwe macho Nairobi, hakuna wezi",1,Unafaa uwe macho kama jongoo usiibiwe Nairobi,1,soc,0,0,1,0
Sherehe za wazungu huwa na vinywaji kali,Sherehe za wazungu huwa na vinywaji tamu,0,Sherehe za wazungu huwa na vinywaji kali kama ndimu,1,obj,1,0,0,0
Sherehe za wazungu huwa na vinywaji kali,Sherehe za wazungu huwa na vinywaji tamu,1,Sherehe za wazungu huwa na vinywaji kali kama asali,1,obj,1,0,0,0
Jirani yetu ni pumbavu,Jirani yetu ni mwerevu,0,Jirani yatu ana akili tupu kama pipa,1,obj,1,0,0,0
Jirani yetu ni pumbavu,Jirani yetu ni mwerevu,1,Jirani yetu ana akili tupu kama bahari,1,obj,1,1,0,0
Mapenzi yanafaa kuwa na amani kila siku,Mapenzi hayafai kuwa na amani kila siku,0,Mapenzi yanafaa kuwa na amani kama jua la jioni,1,vis,0,1,1,0
Mapenzi yanafaa kuwa na amani kila siku,Mapenzi hayafai kuwa na amani kila siku,1,Mapenzi yanafaa kuwa na amani kama kilabu,1,vis,0,1,1,0
Mbwa wa polisi ni hatari,Mbwa wa polisi si hatari,0,Mbwa wa polisi ni hatari kama umeme,1,obj,1,0,0,0
Mbwa wa polisi ni hatari,Mbwa wa polisi si hatari,1,Mbwa wa polisi ni hatari kama sungura,1,obj,1,0,0,0
Siku za krismasi zimekaribia,Siku za krismasi bado zi mbali,0,Siku za Krismasi zimekaribia kama jino kwa lingine,1,obj,1,0,0,0
Siku za krismasi zimekaribia,Siku za krismasi bado zi mbali,1,Siku za Krismasi zimekaribia kama jua na mwezi,1,obj,1,0,0,0
